,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags
464,SardaSsrian,"SSRian by choice💕💛 ✍️📖🔭

Sushant is not away,
He walks beside me everyday,
Unseen, unheard,  always near ,in my 💓 Heart @itsssr
Mera pechan I'm a SSRIAN🦋",India,3852,2704,61281,11,"SSR Man Of Principles✌️😊💝
JUSTICE ⚖️⚖️⚖️
@PMOIndia @narendramodi @AmitShah https://t.co/DIfn3fYCVm",[]
465,drbulbulPatel1,,,13,7,2715,20,"@mansukhmandviya @narendramodi High time people in delhi gather mass crowd and go the @OfficeOf_MM and demand to give fast track basis judgement for #EXTENDMOPUPROUNDREGISTRATION 
#NEETPG2021REVISEDCUTOFF 
#reviseneetpg2021cutoff",[]
466,Priyara31850451,Truth,,187,165,17379,2617,"Interviews after interviews, our Tamil students who had returned from Ukraine are very clear with their truth! 

Their respect &amp; admiration for our Hon PM Shri @narendramodi avl is there for all to hear &amp; see. 

None of the usual @arivalayam ‘s rhetorics are working this time. https://t.co/3QCtq172sF",[]
467,ShashiS07416695,"Jai Hind 🇮🇳🪖🙏     Jai Indian Army 🪖🙏🙏
Student of  Banaras Hindu University",,49,1,14,0,@smritiirani @narendramodi @himantabiswa @BJP4Assam Congratulations 🎉🎉,[]
468,drbulbulPatel1,,,13,7,2715,16,"@mansukhmandviya @narendramodi #NEETPG2021REVISEDCUTOFF sir plz don't play with medico careers, please reduce cut off eligibility as you do it every year, it is our humble prayer.",['NEETPG2021REVISEDCUTOFF']
469,hiranmoygarai2,"বর্ধমান উত্তর বিধানসভা অল ইন্ডিয়া তৃণমূল কংগ্রেস আইটি সেল
বর্ধমান- 1 তৃণমূল কংগ্রেস ছাত্র পরিষদ",,121,199,6226,1,"Which leader will you vote for in 2024? #DidiForPM  

#mamatabanerjee #godimedia #trinamool #khelahobe #aitc #modi #didi #womeninpolitics #narendramodi #modiji #vote #election #FAM4TMC https://t.co/XPu8sUDhsE","['DidiForPM', 'mamatabanerjee', 'godimedia', 'trinamool', 'khelahobe', 'aitc', 'modi', 'didi', 'womeninpolitics', 'narendramodi', 'modiji', 'vote', 'election', 'FAM4TMC']"
470,artiation,Simple Life and Design. Part-time creator & full-time Indian #fulltimeIndian,India,25,136,24013,76,"A sneak peak into what happens when two Olympic champions decide to inspire young students to eat right and stay fit, taking the initiative of PM Sh @narendramodi forward in a school in Kangra, HP. 

Lessons from this master class will stay with these youngsters forever! https://t.co/kZxyehuMSa",[]
471,advocateRituraj,"नीति: न्याय: क्षमा 
देहि शिवा बर मोहे इहै, शुभ कर्मन ते कबहुं न टरौं |
ना डरौं और सौं जब जाए लरौं, निश्चय कर अपनी जीत करौं ||
GST Lawyer |LL.B|CA(Persuing)IcAI",भारत,516,310,2374,5754,"Memories and moments, from 2001 and 2019! 

While participating in the 20th India-Russia Summit today, my mind also went back to the India-Russia Summit of November 2001 when Atal Ji was PM. That time, I was honoured to be a part of his delegation as Gujarat CM. https://t.co/G9vHMkagfR",[]
472,Mahadevshivam87,All about Crypto !!!,One World,120,57,3887,3,"Dear @OfficeRera, @CMofKarnataka, @csogok, @VSOMANNA_BJP, @RAshokaBJP, @narendramodi, @HardeepSPuri, @Secretary_MoHUA, Please investigate and pass orders on complaints filed by #homebuyers in a timely manner, within 2-4 months with Transparency. #homedhoka #reradhoka @Lolita_TNIE https://t.co/kPmJzlUZM6",[]
473,drbulbulPatel1,,,13,7,2715,15,@mansukhmandviya @narendramodi #NEETPG2021REVISEDCUTOFF please release the cut off today!,['NEETPG2021REVISEDCUTOFF']
474,HeliPandya8,Here for the campaign for Justice for SSR. Bestie:@Fightersushant1💕🥳🙈 Missing:Sharin Bhaiya😔  Ashish Landing Day Soon👊👊💕,Beautiful Paradise SSR😍🥰,2919,2858,210945,0,"@HeliPandya8 @narendramodi @KirenRijiju @IPS_Association @itsSSR @HMOIndia @AmitShah @RijijuOffice @DoPTGoI Good morning Heli🌞🌻

Let's continue our fight 💪

Y No Justice 4 SSR Yet ❓",[]
475,JayKumar83,,,109,14,4473,0,@Aakar__Patel @ShashiTharoor @narendramodi You deserved it. 🙂,[]
476,Kavirajsangam,,"Rajasthan, India",128,170,9997,5,"@pmoindia @AshwiniVaishnaw @narendramodi  The most effective tool to control inflation,to overcome economical crisis,caused due to pandemic and all others thing which are not so mandate (OLD PENSION) but executed were they see the VOTE BANK THE BLOODY ELECTION 
but Nothing for us https://t.co/UfCRBp5tpm",[]
477,NishantParulek2,"Congressman
Sane Guruji's follower",,259,178,14300,6,"@ShashiTharoor @narendramodi Is this gracious in courtesy and Kindness? Please for God sake, I beg you, stop normalising people spreading hatred https://t.co/Mz2js2ogpG",[]
478,PBarvaliy,🇮🇳🙏,,306,86,22057,2084,"I bow my head in gratitude to the people of Assam for the thumping victory of candidates from @BJP4Assam &amp; its allies in the municipal elections.

The victory reflects the public trust on our alliance guided by the visionary leadership of Adarniya PM Shri @narendramodi ji. https://t.co/AU5nOSDwfc",[]
479,kundankumar1864,"A YouTh WiTh Lot's Of Expectations!
Be more dedicated to making solid achievements than in running after swift but synthetic happiness.-ABDUL KALAM",india,584,879,10690,18,"The root cause of rising Unemployment is the incompetency of @narendramodi govt.
Crores of educated youth is jobless while they fill the pocket of the crony capitalists.
#ModiFailsIndia 
#RailwayMinister_HelpCCAA https://t.co/9v9XmjHkqV",[]
480,gayatri_sekhar,,,210,17,5412,2617,"Interviews after interviews, our Tamil students who had returned from Ukraine are very clear with their truth! 

Their respect &amp; admiration for our Hon PM Shri @narendramodi avl is there for all to hear &amp; see. 

None of the usual @arivalayam ‘s rhetorics are working this time. https://t.co/3QCtq172sF",[]
481,ShaunShibu1,,,25,11,594,1,"@babyayesha4 @ShashiTharoor @PMOIndia @anubha1812 @narendramodi @ThePradeepRawat @jameelsjam @mfaisalpatel Exam should be offline but they should be conducted in right way. In a systematic way where students first attempt a well prepared prelims, assess their problems and difficulty and then attempt the board exams. Putting us directly in the pit is not the way to conduct the exam.",[]
482,ashutosh3455,"Semi Qualified Chartered Accountant, Income Tax and GST Consultant, Proud Hindu, Worker of BJP Jharkhand, RSS","Deoghar, Jharkhand",449,851,49032,900,"The grand victory of @BJP4Assam in the #AssamMunicipalElection reflects the trust of all sections of the society in Adarniya PM Shri @narendramodi ji's vision of Sabka Saath, Sabka Vikas, Sabka Vishwas &amp; Sabka Prayaas.

Grateful to the people for this massive mandate. https://t.co/3fKsbUsoXt",['AssamMunicipalElection']
483,Anchal55133429,Singer,"Kanpur, India",2,3,4333,255,"PM @narendramodi Ji has brought significant changes for the development of the Maritime field. 

`Whenever I visit China or Pakistan, people tell her that India’s PM is a strong leader': India’s first woman Captain of the Merchant Navy, Captain Radhika Menon. https://t.co/noyM70wkwo",[]
484,rajlohariwal,"Be Simple, Truthful, Honest and Happy","Kolkata, India",94,22,1074,0,"@sudhirchaudhary Behaviour of students evacuated from Ukraine is totally unfortunate. It shows that our next generation has forgotten discipline, decency &amp; culture. We request PM @narendramodi Sir to change the educational system, which is totally hopeless.@AmitShah 🙏🙏🇮🇳🇮🇳",[]
485,kuwar_karansinh,"🚩rajput boy 🚩
#औकात नहीं #सालो कि
    #सिगरेट कि #उधार_चुकाने कि 
           और चले हैं 
#ßåNnå से #हिसाब_किताब बराबर करने।।","bharat, hindustan ",136,19,985,0,@ImpossibleHelen @ZelenskyyUa @narendramodi yes.. because we not trust USA and west blindly.. where is USA in this war?. where is nato?. if you support one side means you go against other side being neutral is best policy for international politics.,[]
486,ashishjha1435,"*मातृभूमि से बढ़कर कोई बात नही है* *हिन्दू हूँ मै, मेरी कोई जात नही है*   🚩 *जय श्री राम* 🚩",Kanpur,195,93,2669,2084,"I bow my head in gratitude to the people of Assam for the thumping victory of candidates from @BJP4Assam &amp; its allies in the municipal elections.

The victory reflects the public trust on our alliance guided by the visionary leadership of Adarniya PM Shri @narendramodi ji. https://t.co/AU5nOSDwfc",[]
487,HeliPandya8,Here for the campaign for Justice for SSR. Bestie:@Fightersushant1💕🥳🙈 Missing:Sharin Bhaiya😔  Ashish Landing Day Soon👊👊💕,Beautiful Paradise SSR😍🥰,2919,2858,210945,2,"@HeliPandya8 @narendramodi @KirenRijiju @IPS_Association @itsSSR @HMOIndia @AmitShah @RijijuOffice @DoPTGoI Good afternoon 🌻

Y No Justice 4 SSR Yet",[]
488,joining_hands_,On a secret mission🤠.,Bharat 🇮🇳,42,4,83,2617,"Interviews after interviews, our Tamil students who had returned from Ukraine are very clear with their truth! 

Their respect &amp; admiration for our Hon PM Shri @narendramodi avl is there for all to hear &amp; see. 

None of the usual @arivalayam ‘s rhetorics are working this time. https://t.co/3QCtq172sF",[]
489,HeliPandya8,Here for the campaign for Justice for SSR. Bestie:@Fightersushant1💕🥳🙈 Missing:Sharin Bhaiya😔  Ashish Landing Day Soon👊👊💕,Beautiful Paradise SSR😍🥰,2919,2858,210945,2,"@HeliPandya8 @narendramodi @KirenRijiju @IPS_Association @itsSSR @HMOIndia @AmitShah @RijijuOffice @DoPTGoI Good Morning 🌻

- Y No Justice 4 SSR Yet❓",[]
490,rajeev4afb,,,1770,278,69395,2084,"I bow my head in gratitude to the people of Assam for the thumping victory of candidates from @BJP4Assam &amp; its allies in the municipal elections.

The victory reflects the public trust on our alliance guided by the visionary leadership of Adarniya PM Shri @narendramodi ji. https://t.co/AU5nOSDwfc",[]
491,CA_RahulG,,,204,4,630,38,"India's ancient wisdom in global spotlight.

World's first &amp; only WHO Global Centre for Traditional Medicine to be set up in Gujarat.

Cabinet led by PM @NarendraModi ji approves setting up of centre to spread the power of our age-old medicine system.

📖 https://t.co/N8YAx1rCbm https://t.co/T02ldmJgvx",[]
492,MohamedAshikAl3,Belongs to Dravidian Stock!!,,37,9,261,0,@GoelRahul0599 @annamalai_k @Indumakalktchi @narendramodi @arivalayam State anthem is there for more than 50 years and it is well with in constitution rights… U should worried only if state anthem played… Both state and national anthem will played in Any government functions…,[]
493,Anzar_Happiness,,,144,84,9867,232,"We are losing our hopes from CBI day by day
Why are they even delaying Justice?
There are many evidences that indicate its a murder
We request our honourable PM @narendramodi ji to put up some pressure on the agency 🙏🏼

CBI Stop Dragging SSR Case
https://t.co/HQGUbX7Dk0 https://t.co/i3N0WP51wX",[]
494,mahirajind,I love song,"Mumbai, India",343,377,32463,276,Great decision by PM Sh. @narendramodi Ji. Educational institutions run on money but Education should always be affordable. Deserving candidates should not travel abroad to Study medical because of High fees. Congratulations Medical Aspirants! https://t.co/ICRU1lHhVc,[]
495,ashutosh3455,"Semi Qualified Chartered Accountant, Income Tax and GST Consultant, Proud Hindu, Worker of BJP Jharkhand, RSS","Deoghar, Jharkhand",449,851,49032,75,"Hon'ble PM Shri @narendramodi Ji's enchanting presence always fills the hearts of the people of Gujarat with joy.

As we are approaching towards the inauguration of #KhelMahakumbh in the august  and the delightful presence of Modi ji, (1/2) https://t.co/84EL3j7xF7",[]
496,imkaransinghraj,No Twitter bio.,India,245,77,2512,89,"Union Cabinet under the leadership of Prime Minister Shri @narendramodi ji approves establishment of WHO Global Centre for traditional medicine in India.

The upcoming WHO-GCTM will position the AYUSH system across the world.

#CabinetDecisions @WHO https://t.co/KNIvlFv89a",[]
497,Only_Hindutva,धर्मो रक्षति रक्षितः!,Bharat,451,463,960,35,"Do you know any country which has stringent effective updated laws but suffering from massive

corruption crime casteism communalism conversion poverty illiteracy unemployment maoism naxalism malnutrition seperatism radicalism linguism regionalism fundamentalism @narendramodi",[]
498,DubeyPopy,,"नई दिल्ली, भारत",462,139,16945,568,"I congratulate all @BJP4Assam karyakartas &amp; leaders who worked tirelessly spreading the development ideals of Adarniya PM Shri @narendramodi ji.

This massive mandate for growth &amp; development will inspire us to pursue our agenda of progress with renewed vigour.

@JPNadda https://t.co/K3gNgMBUoM",[]
499,Bharat_aperture,"my nation, thats all.",,891,648,13271,18,"What has happened since @narendramodi came to power 

1. Middlemen/ Dalaal have disappeared. 

2. Scams have disappeared. 

3. Bomb Attacks across India stopped. 

4. Indian Mujahideen inactive or dead. 

5. Countless Nationalist Social Media channels, books getting prominence.",[]
